age,monthly_income,monthly_expenses,monthly_surplus,savings,existing_investments,monthly_emi,investment_horizon,investment_experience,reaction_to_market_loss,investment_frequency,liquidity_preference,investment_goal,risk_questionnaire_score,risk_profile,savings_ratio,expense_ratio,emi_to_income_ratio,investment_to_income_ratio
29,20000.0,11000.0,6400.0,363000,30000.0,2600,17,1,3,MONTHLY,HIGH,TAX_SAVING,56.0,HIGH,1.5125,0.55,0.13,0.125
65,34000.0,20100.0,12000.0,284000,61000.0,1900,18,2,3,MONTHLY,HIGH,RETIREMENT,47.0,HIGH,0.696078431372549,0.5911764705882353,0.05588235294117647,0.14950980392156862
54,132000.0,71300.0,35800.0,419000,220000.0,24900,18,3,3,RARELY,MEDIUM,WEALTH_CREATION,67.0,HIGH,0.26452020202020204,0.5401515151515152,0.18863636363636363,0.1388888888888889
39,44000.0,14000.0,24900.0,408000,285000.0,5100,6,2,1,MONTHLY,MEDIUM,EMERGENCY_FUND,50.0,MEDIUM,0.7727272727272727,0.3181818181818182,0.1159090909090909,0.5397727272727273
47,132000.0,106500.0,16600.0,2168000,911000.0,8900,1,3,4,RARELY,LOW,SHORT_TERM_GOAL,88.0,HIGH,1.3686868686868687,0.8068181818181818,0.06742424242424243,0.5751262626262627
23,72000.0,52300.0,7800.0,1030000,267000.0,11900,11,3,1,RARELY,HIGH,TAX_SAVING,63.0,HIGH,1.1921296296296295,0.7263888888888889,0.16527777777777777,0.3090277777777778
53,65000.0,43500.0,14000.0,718000,179000.0,7500,8,3,1,MONTHLY,MEDIUM,WEALTH_CREATION,61.0,HIGH,0.9205128205128205,0.6692307692307692,0.11538461538461539,0.22948717948717948
60,215000.0,158600.0,4900.0,7510000,2788000.0,51500,7,1,3,MONTHLY,MEDIUM,TAX_SAVING,63.0,HIGH,2.9108527131782944,0.7376744186046512,0.23953488372093024,1.0806201550387597
44,80000.0,53200.0,0.0,620000,87000.0,36100,2,2,5,RARELY,MEDIUM,EMERGENCY_FUND,75.0,LOW,0.6458333333333334,0.665,0.45125,0.090625
53,33000.0,22800.0,6400.0,394000,187000.0,3800,10,4,3,MONTHLY,HIGH,SHORT_TERM_GOAL,76.0,HIGH,0.9949494949494949,0.6909090909090909,0.11515151515151516,0.4722222222222222
42,148000.0,108100.0,0.0,6640000,1045000.0,52500,11,5,3,RARELY,MEDIUM,TAX_SAVING,87.0,HIGH,3.7387387387387387,0.7304054054054054,0.3547297297297297,0.5884009009009009
43,76000.0,52500.0,2300.0,957000,98000.0,21200,23,3,1,MONTHLY,HIGH,WEALTH_CREATION,45.0,HIGH,1.049342105263158,0.6907894736842105,0.2789473684210526,0.1074561403508772
49,111000.0,71200.0,5600.0,1818000,170000.0,34200,15,4,4,LUMP_SUM,HIGH,RETIREMENT,93.0,HIGH,1.364864864864865,0.6414414414414414,0.3081081081081081,0.12762762762762764
33,52000.0,23500.0,8300.0,512000,138000.0,20200,5,3,1,MONTHLY,MEDIUM,WEALTH_CREATION,73.0,MEDIUM,0.8205128205128205,0.4519230769230769,0.38846153846153847,0.22115384615384615
63,27000.0,15100.0,5600.0,361000,54000.0,6300,5,5,3,MONTHLY,MEDIUM,EMERGENCY_FUND,90.0,HIGH,1.1141975308641976,0.5592592592592592,0.23333333333333334,0.16666666666666666
43,38000.0,21100.0,5700.0,542000,115000.0,11200,18,1,3,RARELY,LOW,SHORT_TERM_GOAL,54.0,HIGH,1.1885964912280702,0.5552631578947368,0.29473684210526313,0.25219298245614036
25,31000.0,20900.0,0.0,121000,10000.0,10400,6,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,74.0,MEDIUM,0.32526881720430106,0.6741935483870968,0.33548387096774196,0.026881720430107527
25,118000.0,74200.0,36800.0,1794000,567000.0,7000,9,5,1,LUMP_SUM,HIGH,EMERGENCY_FUND,63.0,HIGH,1.2669491525423728,0.6288135593220339,0.059322033898305086,0.4004237288135593
21,74000.0,46700.0,12900.0,662000,331000.0,14400,16,1,1,LUMP_SUM,HIGH,SHORT_TERM_GOAL,33.0,HIGH,0.7454954954954955,0.6310810810810811,0.1945945945945946,0.37274774774774777
50,76000.0,31000.0,16800.0,1342000,321000.0,28200,5,3,3,MONTHLY,MEDIUM,EMERGENCY_FUND,81.0,HIGH,1.4714912280701755,0.40789473684210525,0.37105263157894736,0.3519736842105263
41,48000.0,29200.0,2800.0,445000,27000.0,16000,2,2,2,RARELY,LOW,WEALTH_CREATION,47.0,MEDIUM,0.7725694444444444,0.6083333333333333,0.3333333333333333,0.046875
22,133000.0,85400.0,45200.0,1909000,356000.0,2400,2,2,1,MONTHLY,LOW,WEALTH_CREATION,85.0,HIGH,1.1961152882205515,0.6421052631578947,0.01804511278195489,0.22305764411027568
64,34000.0,17800.0,7400.0,94000,3000.0,8800,1,5,2,LUMP_SUM,MEDIUM,EMERGENCY_FUND,81.0,LOW,0.23039215686274508,0.5235294117647059,0.25882352941176473,0.007352941176470588
55,73000.0,37300.0,20900.0,407000,347000.0,14800,7,1,3,MONTHLY,LOW,WEALTH_CREATION,53.0,HIGH,0.4646118721461187,0.510958904109589,0.20273972602739726,0.3961187214611872
63,20000.0,11700.0,2800.0,311000,122000.0,5500,21,2,3,MONTHLY,HIGH,TAX_SAVING,49.0,HIGH,1.2958333333333334,0.585,0.275,0.5083333333333333
49,80000.0,54900.0,8100.0,1326000,634000.0,17000,19,2,1,MONTHLY,LOW,WEALTH_CREATION,41.0,HIGH,1.38125,0.68625,0.2125,0.6604166666666667
64,60000.0,46100.0,2300.0,297000,14000.0,11600,14,3,3,MONTHLY,LOW,RETIREMENT,88.0,HIGH,0.4125,0.7683333333333333,0.19333333333333333,0.019444444444444445
45,32000.0,28900.0,0.0,732000,230000.0,9400,15,2,1,MONTHLY,MEDIUM,WEALTH_CREATION,42.0,HIGH,1.90625,0.903125,0.29375,0.5989583333333334
60,34000.0,21200.0,0.0,297000,39000.0,13500,11,3,3,LUMP_SUM,LOW,WEALTH_CREATION,68.0,HIGH,0.7279411764705882,0.6235294117647059,0.39705882352941174,0.09558823529411764
56,93000.0,65500.0,24300.0,2436000,998000.0,3200,10,3,5,MONTHLY,MEDIUM,WEALTH_CREATION,93.0,HIGH,2.182795698924731,0.7043010752688172,0.034408602150537634,0.8942652329749103
32,83000.0,57200.0,23300.0,370000,75000.0,2500,1,1,2,RARELY,HIGH,WEALTH_CREATION,46.0,LOW,0.3714859437751004,0.689156626506024,0.030120481927710843,0.07530120481927711
59,147000.0,86800.0,47900.0,1064000,276000.0,12300,4,2,2,QUARTERLY,LOW,WEALTH_CREATION,67.0,HIGH,0.6031746031746031,0.5904761904761905,0.0836734693877551,0.1564625850340136
58,127000.0,77700.0,8100.0,1978000,330000.0,41200,5,2,1,MONTHLY,LOW,TAX_SAVING,69.0,HIGH,1.2979002624671916,0.6118110236220472,0.32440944881889766,0.21653543307086615
33,66000.0,56800.0,0.0,712000,30000.0,27200,11,2,4,QUARTERLY,LOW,RETIREMENT,71.0,HIGH,0.898989898989899,0.8606060606060606,0.4121212121212121,0.03787878787878788
57,131000.0,120500.0,0.0,4421000,1413000.0,15200,3,5,3,MONTHLY,MEDIUM,WEALTH_CREATION,90.0,HIGH,2.8123409669211195,0.9198473282442748,0.11603053435114503,0.898854961832061
41,25000.0,20600.0,1400.0,255000,40000.0,3000,6,2,3,RARELY,MEDIUM,EMERGENCY_FUND,54.0,LOW,0.85,0.824,0.12,0.13333333333333333
56,59000.0,51100.0,1000.0,926000,306000.0,6900,1,3,3,QUARTERLY,MEDIUM,WEALTH_CREATION,91.0,HIGH,1.307909604519774,0.8661016949152542,0.11694915254237288,0.4322033898305085
37,51000.0,39600.0,4600.0,999000,119000.0,6800,2,2,3,RARELY,HIGH,TAX_SAVING,57.0,MEDIUM,1.6323529411764706,0.7764705882352941,0.13333333333333333,0.19444444444444445
60,103000.0,72600.0,16700.0,1835000,500000.0,13700,21,2,1,MONTHLY,HIGH,TAX_SAVING,48.0,HIGH,1.4846278317152104,0.7048543689320388,0.13300970873786408,0.4045307443365696
26,42000.0,22200.0,17300.0,734000,322000.0,2500,7,1,3,MONTHLY,LOW,RETIREMENT,82.0,HIGH,1.4563492063492063,0.5285714285714286,0.05952380952380952,0.6388888888888888
50,44000.0,37900.0,2700.0,731000,294000.0,3400,15,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,58.0,HIGH,1.384469696969697,0.8613636363636363,0.07727272727272727,0.5568181818181818
43,42000.0,14000.0,18200.0,696000,212000.0,9800,17,2,2,LUMP_SUM,MEDIUM,EMERGENCY_FUND,56.0,HIGH,1.380952380952381,0.3333333333333333,0.23333333333333334,0.42063492063492064
61,23000.0,19900.0,0.0,321000,29000.0,5400,4,3,1,MONTHLY,LOW,RETIREMENT,60.0,HIGH,1.1630434782608696,0.8652173913043478,0.23478260869565218,0.10507246376811594
38,35000.0,24000.0,10300.0,379000,41000.0,700,6,2,1,RARELY,MEDIUM,RETIREMENT,67.0,HIGH,0.9023809523809524,0.6857142857142857,0.02,0.09761904761904762
36,22000.0,17900.0,3200.0,117000,71000.0,900,5,2,1,LUMP_SUM,HIGH,WEALTH_CREATION,48.0,MEDIUM,0.4431818181818182,0.8136363636363636,0.04090909090909091,0.2689393939393939
38,75000.0,47300.0,19900.0,1304000,408000.0,7800,13,1,2,MONTHLY,MEDIUM,WEALTH_CREATION,45.0,HIGH,1.448888888888889,0.6306666666666667,0.104,0.4533333333333333
56,202000.0,137100.0,42600.0,2141000,1124000.0,22300,13,1,4,RARELY,MEDIUM,WEALTH_CREATION,46.0,HIGH,0.8832508250825083,0.6787128712871288,0.1103960396039604,0.4636963696369637
37,71000.0,51800.0,0.0,1459000,840000.0,20900,15,1,3,LUMP_SUM,LOW,WEALTH_CREATION,55.0,HIGH,1.7124413145539905,0.7295774647887324,0.2943661971830986,0.9859154929577465
27,67000.0,44400.0,10200.0,1247000,553000.0,12400,1,4,2,QUARTERLY,HIGH,WEALTH_CREATION,61.0,HIGH,1.550995024875622,0.6626865671641791,0.18507462686567164,0.6878109452736318
56,73000.0,41300.0,19000.0,645000,220000.0,12700,14,2,3,LUMP_SUM,MEDIUM,WEALTH_CREATION,65.0,HIGH,0.7363013698630136,0.5657534246575342,0.17397260273972603,0.2511415525114155
53,55000.0,43600.0,2100.0,700000,308000.0,9300,19,1,5,MONTHLY,MEDIUM,EMERGENCY_FUND,73.0,HIGH,1.0606060606060606,0.7927272727272727,0.1690909090909091,0.4666666666666667
54,44000.0,26200.0,6300.0,594000,188000.0,11500,4,4,2,MONTHLY,MEDIUM,TAX_SAVING,71.0,HIGH,1.125,0.5954545454545455,0.26136363636363635,0.3560606060606061
25,183000.0,138900.0,10700.0,1677000,933000.0,33400,5,3,2,RARELY,HIGH,WEALTH_CREATION,64.0,MEDIUM,0.7636612021857924,0.759016393442623,0.1825136612021858,0.4248633879781421
21,93000.0,41100.0,47200.0,476000,31000.0,4700,2,2,4,MONTHLY,MEDIUM,RETIREMENT,74.0,HIGH,0.4265232974910394,0.44193548387096776,0.05053763440860215,0.027777777777777776
37,30000.0,18900.0,8900.0,151000,98000.0,2200,5,4,1,LUMP_SUM,MEDIUM,WEALTH_CREATION,60.0,HIGH,0.41944444444444445,0.63,0.07333333333333333,0.2722222222222222
22,89000.0,72400.0,7200.0,1106000,246000.0,9400,2,3,2,QUARTERLY,LOW,EMERGENCY_FUND,71.0,HIGH,1.0355805243445693,0.8134831460674158,0.10561797752808989,0.2303370786516854
28,46000.0,22500.0,20000.0,525000,228000.0,3500,8,1,1,MONTHLY,MEDIUM,WEALTH_CREATION,58.0,HIGH,0.9510869565217391,0.4891304347826087,0.07608695652173914,0.41304347826086957
25,57000.0,40100.0,0.0,463000,76000.0,17700,8,2,5,MONTHLY,LOW,RETIREMENT,84.0,HIGH,0.6769005847953217,0.7035087719298245,0.3105263157894737,0.1111111111111111
31,54000.0,49600.0,0.0,459000,70000.0,8600,12,4,3,MONTHLY,MEDIUM,RETIREMENT,83.0,HIGH,0.7083333333333334,0.9185185185185185,0.15925925925925927,0.10802469135802469
49,69000.0,56600.0,8800.0,599000,253000.0,3600,19,1,3,RARELY,LOW,WEALTH_CREATION,66.0,HIGH,0.7234299516908212,0.8202898550724638,0.05217391304347826,0.3055555555555556
41,122000.0,57700.0,54300.0,1206000,192000.0,10000,8,2,3,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,68.0,HIGH,0.8237704918032787,0.47295081967213115,0.08196721311475409,0.13114754098360656
33,42000.0,26200.0,400.0,829000,496000.0,15400,10,4,4,MONTHLY,HIGH,TAX_SAVING,70.0,HIGH,1.6448412698412698,0.6238095238095238,0.36666666666666664,0.9841269841269841
23,68000.0,43600.0,13800.0,1115000,228000.0,10600,7,2,3,MONTHLY,MEDIUM,WEALTH_CREATION,65.0,HIGH,1.366421568627451,0.6411764705882353,0.15588235294117647,0.27941176470588236
53,36000.0,16700.0,13200.0,166000,11000.0,6100,12,1,1,MONTHLY,MEDIUM,RETIREMENT,34.0,HIGH,0.38425925925925924,0.4638888888888889,0.16944444444444445,0.02546296296296296
53,75000.0,43000.0,28000.0,297000,77000.0,4000,21,1,4,MONTHLY,MEDIUM,RETIREMENT,66.0,HIGH,0.33,0.5733333333333334,0.05333333333333334,0.08555555555555555
52,36000.0,14900.0,9500.0,221000,108000.0,11600,1,4,3,RARELY,MEDIUM,SHORT_TERM_GOAL,81.0,MEDIUM,0.5115740740740741,0.41388888888888886,0.32222222222222224,0.25
32,42000.0,20500.0,10400.0,932000,635000.0,11100,2,4,2,MONTHLY,LOW,WEALTH_CREATION,72.0,HIGH,1.8492063492063493,0.4880952380952381,0.2642857142857143,1.2599206349206349
61,68000.0,47200.0,4200.0,837000,103000.0,16600,10,2,4,QUARTERLY,HIGH,SHORT_TERM_GOAL,64.0,MEDIUM,1.025735294117647,0.6941176470588235,0.24411764705882352,0.12622549019607843
33,75000.0,58900.0,1400.0,2326000,1634000.0,14700,5,3,3,MONTHLY,LOW,WEALTH_CREATION,69.0,HIGH,2.5844444444444443,0.7853333333333333,0.196,1.8155555555555556
51,146000.0,120200.0,8300.0,1462000,194000.0,17500,13,1,3,MONTHLY,MEDIUM,EMERGENCY_FUND,66.0,MEDIUM,0.8344748858447488,0.8232876712328767,0.11986301369863013,0.11073059360730593
30,140000.0,63600.0,22000.0,284000,78000.0,54400,3,1,1,LUMP_SUM,HIGH,SHORT_TERM_GOAL,40.0,LOW,0.16904761904761906,0.4542857142857143,0.38857142857142857,0.04642857142857143
51,49000.0,30900.0,6700.0,674000,237000.0,11400,1,4,4,MONTHLY,HIGH,WEALTH_CREATION,84.0,HIGH,1.1462585034013606,0.6306122448979592,0.23265306122448978,0.4030612244897959
22,73000.0,53200.0,11400.0,318000,144000.0,8400,5,1,4,MONTHLY,LOW,WEALTH_CREATION,69.0,HIGH,0.363013698630137,0.7287671232876712,0.11506849315068493,0.1643835616438356
49,58000.0,30400.0,21900.0,858000,241000.0,5700,15,1,5,LUMP_SUM,MEDIUM,WEALTH_CREATION,73.0,HIGH,1.2327586206896552,0.5241379310344828,0.09827586206896552,0.34626436781609193
27,57000.0,32800.0,20300.0,893000,440000.0,3900,8,2,3,MONTHLY,HIGH,TAX_SAVING,50.0,HIGH,1.3055555555555556,0.5754385964912281,0.06842105263157895,0.6432748538011696
27,41000.0,27600.0,0.0,881000,144000.0,16200,7,3,3,MONTHLY,MEDIUM,WEALTH_CREATION,86.0,HIGH,1.7906504065040652,0.6731707317073171,0.3951219512195122,0.2926829268292683
52,26000.0,15200.0,5700.0,477000,54000.0,5100,15,3,3,MONTHLY,MEDIUM,TAX_SAVING,79.0,HIGH,1.5288461538461537,0.5846153846153846,0.19615384615384615,0.17307692307692307
41,26000.0,17000.0,4800.0,1185000,365000.0,4200,16,1,5,RARELY,LOW,TAX_SAVING,74.0,HIGH,3.798076923076923,0.6538461538461539,0.16153846153846155,1.169871794871795
39,103000.0,58900.0,28200.0,1660000,79000.0,15900,3,5,3,MONTHLY,LOW,WEALTH_CREATION,90.0,HIGH,1.343042071197411,0.5718446601941748,0.15436893203883495,0.063915857605178
48,81000.0,35400.0,29900.0,667000,135000.0,15700,19,2,1,MONTHLY,MEDIUM,RETIREMENT,33.0,HIGH,0.6862139917695473,0.43703703703703706,0.19382716049382717,0.1388888888888889
26,20000.0,18400.0,0.0,125000,81000.0,10500,15,1,1,MONTHLY,HIGH,RETIREMENT,35.0,LOW,0.5208333333333334,0.92,0.525,0.3375
42,20000.0,12100.0,7500.0,221000,108000.0,400,15,3,2,MONTHLY,MEDIUM,SHORT_TERM_GOAL,68.0,HIGH,0.9208333333333333,0.605,0.02,0.45
38,49000.0,29800.0,1000.0,391000,98000.0,18200,16,3,2,MONTHLY,MEDIUM,EMERGENCY_FUND,56.0,MEDIUM,0.6649659863945578,0.6081632653061224,0.37142857142857144,0.16666666666666666
43,37000.0,29600.0,300.0,858000,136000.0,7100,15,2,2,QUARTERLY,HIGH,WEALTH_CREATION,41.0,HIGH,1.9324324324324325,0.8,0.1918918918918919,0.3063063063063063
48,89000.0,53500.0,17200.0,1631000,811000.0,18300,8,3,2,LUMP_SUM,MEDIUM,WEALTH_CREATION,71.0,HIGH,1.5271535580524345,0.601123595505618,0.20561797752808988,0.7593632958801498
59,162000.0,94300.0,25100.0,1173000,184000.0,42600,3,1,4,MONTHLY,MEDIUM,WEALTH_CREATION,73.0,MEDIUM,0.6033950617283951,0.5820987654320988,0.26296296296296295,0.09465020576131687
49,41000.0,23500.0,9300.0,429000,323000.0,8200,11,1,1,MONTHLY,LOW,WEALTH_CREATION,49.0,HIGH,0.8719512195121951,0.573170731707317,0.2,0.6565040650406504
52,63000.0,39600.0,0.0,842000,284000.0,31000,1,5,3,MONTHLY,HIGH,WEALTH_CREATION,92.0,MEDIUM,1.1137566137566137,0.6285714285714286,0.49206349206349204,0.37566137566137564
39,78000.0,60200.0,13600.0,724000,366000.0,4200,12,2,3,MONTHLY,MEDIUM,WEALTH_CREATION,70.0,HIGH,0.7735042735042735,0.7717948717948718,0.05384615384615385,0.391025641025641
49,52000.0,28900.0,2300.0,804000,45000.0,20800,18,2,2,LUMP_SUM,LOW,TAX_SAVING,76.0,HIGH,1.2884615384615385,0.5557692307692308,0.4,0.07211538461538461
27,62000.0,23000.0,36300.0,852000,368000.0,2700,22,2,1,RARELY,HIGH,EMERGENCY_FUND,26.0,HIGH,1.1451612903225807,0.3709677419354839,0.043548387096774194,0.4946236559139785
28,27000.0,14500.0,9000.0,331000,173000.0,3500,17,1,1,RARELY,HIGH,TAX_SAVING,24.0,HIGH,1.021604938271605,0.5370370370370371,0.12962962962962962,0.5339506172839507
51,83000.0,41100.0,29200.0,364000,5000.0,12700,2,2,4,QUARTERLY,LOW,EMERGENCY_FUND,70.0,MEDIUM,0.3654618473895582,0.4951807228915663,0.1530120481927711,0.0050200803212851405
33,43000.0,21900.0,2900.0,456000,121000.0,18200,9,1,1,QUARTERLY,LOW,WEALTH_CREATION,38.0,MEDIUM,0.8837209302325582,0.5093023255813953,0.4232558139534884,0.23449612403100775
47,27000.0,13300.0,10800.0,189000,52000.0,2900,12,3,5,MONTHLY,LOW,TAX_SAVING,100.0,HIGH,0.5833333333333334,0.4925925925925926,0.10740740740740741,0.16049382716049382
50,63000.0,41000.0,13700.0,1032000,58000.0,8300,24,2,4,MONTHLY,HIGH,EMERGENCY_FUND,67.0,HIGH,1.3650793650793651,0.6507936507936508,0.13174603174603175,0.07671957671957672
58,126000.0,115900.0,0.0,5373000,818000.0,43200,12,2,2,MONTHLY,LOW,SHORT_TERM_GOAL,75.0,HIGH,3.5535714285714284,0.9198412698412698,0.34285714285714286,0.541005291005291
31,255000.0,164100.0,60800.0,6132000,3240000.0,30100,4,5,3,LUMP_SUM,HIGH,WEALTH_CREATION,89.0,HIGH,2.003921568627451,0.6435294117647059,0.11803921568627451,1.0588235294117647
24,77000.0,45100.0,7700.0,1486000,674000.0,24200,9,3,4,LUMP_SUM,HIGH,EMERGENCY_FUND,72.0,HIGH,1.6082251082251082,0.5857142857142857,0.3142857142857143,0.7294372294372294
41,54000.0,18800.0,10200.0,654000,41000.0,25000,5,3,4,RARELY,HIGH,SHORT_TERM_GOAL,81.0,MEDIUM,1.0092592592592593,0.34814814814814815,0.46296296296296297,0.06327160493827161
50,34000.0,27000.0,4000.0,180000,43000.0,3000,1,1,1,RARELY,HIGH,RETIREMENT,47.0,LOW,0.4411764705882353,0.7941176470588235,0.08823529411764706,0.1053921568627451
62,81000.0,64800.0,2500.0,771000,261000.0,13700,7,1,5,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,76.0,MEDIUM,0.7932098765432098,0.8,0.16913580246913582,0.26851851851851855
63,92000.0,84600.0,0.0,2705000,613000.0,24300,1,4,4,RARELY,HIGH,WEALTH_CREATION,91.0,HIGH,2.45018115942029,0.9195652173913044,0.26413043478260867,0.5552536231884058
53,38000.0,22100.0,12200.0,466000,148000.0,3700,13,4,1,QUARTERLY,MEDIUM,RETIREMENT,72.0,HIGH,1.0219298245614035,0.5815789473684211,0.09736842105263158,0.32456140350877194
26,43000.0,29500.0,0.0,1932000,356000.0,19600,1,3,2,LUMP_SUM,MEDIUM,RETIREMENT,74.0,HIGH,3.744186046511628,0.686046511627907,0.4558139534883721,0.689922480620155
40,98000.0,61800.0,0.0,581000,37000.0,39500,23,1,5,LUMP_SUM,LOW,RETIREMENT,83.0,HIGH,0.49404761904761907,0.6306122448979592,0.4030612244897959,0.031462585034013606
56,60000.0,42700.0,2900.0,868000,188000.0,14400,11,3,1,LUMP_SUM,MEDIUM,WEALTH_CREATION,53.0,HIGH,1.2055555555555555,0.7116666666666667,0.24,0.2611111111111111
22,40000.0,19700.0,7600.0,662000,335000.0,12700,17,1,1,MONTHLY,MEDIUM,SHORT_TERM_GOAL,41.0,HIGH,1.3791666666666667,0.4925,0.3175,0.6979166666666666
54,76000.0,53000.0,0.0,886000,337000.0,34500,2,1,2,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,59.0,LOW,0.9714912280701754,0.6973684210526315,0.45394736842105265,0.36951754385964913
53,47000.0,33600.0,0.0,740000,382000.0,18800,6,3,4,QUARTERLY,HIGH,WEALTH_CREATION,71.0,HIGH,1.3120567375886525,0.7148936170212766,0.4,0.6773049645390071
28,42000.0,28500.0,11900.0,85000,61000.0,1600,4,1,3,LUMP_SUM,HIGH,SHORT_TERM_GOAL,50.0,LOW,0.16865079365079366,0.6785714285714286,0.0380952380952381,0.12103174603174603
32,78000.0,71700.0,0.0,879000,409000.0,7800,15,3,3,LUMP_SUM,HIGH,WEALTH_CREATION,63.0,HIGH,0.9391025641025641,0.9192307692307692,0.1,0.43696581196581197
27,124000.0,72800.0,25900.0,1279000,342000.0,25300,8,2,2,MONTHLY,HIGH,WEALTH_CREATION,47.0,MEDIUM,0.8595430107526881,0.5870967741935483,0.20403225806451614,0.22983870967741934
50,75000.0,46900.0,0.0,1097000,120000.0,28200,7,3,1,MONTHLY,MEDIUM,TAX_SAVING,78.0,HIGH,1.218888888888889,0.6253333333333333,0.376,0.13333333333333333
31,45000.0,31500.0,0.0,978000,502000.0,21600,10,2,3,MONTHLY,HIGH,WEALTH_CREATION,59.0,HIGH,1.8111111111111111,0.7,0.48,0.9296296296296296
61,248000.0,200200.0,0.0,2808000,800000.0,69600,8,2,2,QUARTERLY,MEDIUM,RETIREMENT,62.0,MEDIUM,0.9435483870967742,0.807258064516129,0.2806451612903226,0.26881720430107525
22,30000.0,15400.0,4900.0,621000,55000.0,9700,11,3,3,QUARTERLY,MEDIUM,SHORT_TERM_GOAL,78.0,HIGH,1.725,0.5133333333333333,0.3233333333333333,0.1527777777777778
52,75000.0,45900.0,3300.0,1346000,237000.0,25800,10,2,2,RARELY,MEDIUM,WEALTH_CREATION,50.0,HIGH,1.4955555555555555,0.612,0.344,0.2633333333333333
40,175000.0,130300.0,29100.0,3520000,584000.0,15600,8,3,2,QUARTERLY,MEDIUM,RETIREMENT,69.0,HIGH,1.6761904761904762,0.7445714285714286,0.08914285714285715,0.2780952380952381
25,132000.0,82600.0,26900.0,467000,74000.0,22500,8,1,4,LUMP_SUM,MEDIUM,EMERGENCY_FUND,51.0,LOW,0.2948232323232323,0.6257575757575757,0.17045454545454544,0.04671717171717172
33,59000.0,22500.0,24700.0,237000,75000.0,11800,16,4,5,LUMP_SUM,LOW,WEALTH_CREATION,98.0,HIGH,0.3347457627118644,0.3813559322033898,0.2,0.1059322033898305
64,36000.0,23300.0,9000.0,221000,8000.0,3700,24,2,5,MONTHLY,MEDIUM,WEALTH_CREATION,83.0,HIGH,0.5115740740740741,0.6472222222222223,0.10277777777777777,0.018518518518518517
56,154000.0,141600.0,7300.0,1842000,965000.0,5100,13,4,3,RARELY,HIGH,SHORT_TERM_GOAL,67.0,HIGH,0.9967532467532467,0.9194805194805195,0.033116883116883114,0.5221861471861472
36,100000.0,92000.0,0.0,2817000,533000.0,10600,6,4,1,QUARTERLY,MEDIUM,WEALTH_CREATION,57.0,HIGH,2.3475,0.92,0.106,0.44416666666666665
36,126000.0,70100.0,53300.0,1612000,791000.0,2600,5,5,2,RARELY,LOW,SHORT_TERM_GOAL,64.0,HIGH,1.066137566137566,0.5563492063492064,0.020634920634920634,0.5231481481481481
46,93000.0,46100.0,35000.0,1828000,110000.0,11900,19,1,2,RARELY,LOW,WEALTH_CREATION,48.0,HIGH,1.6379928315412187,0.4956989247311828,0.12795698924731183,0.0985663082437276
47,110000.0,66700.0,21000.0,1101000,303000.0,22300,22,4,4,RARELY,MEDIUM,EMERGENCY_FUND,70.0,HIGH,0.8340909090909091,0.6063636363636363,0.20272727272727273,0.22954545454545455
29,32000.0,25100.0,0.0,279000,30000.0,15900,22,1,4,MONTHLY,MEDIUM,RETIREMENT,66.0,HIGH,0.7265625,0.784375,0.496875,0.078125
44,32000.0,26000.0,0.0,270000,46000.0,8400,3,1,4,LUMP_SUM,LOW,WEALTH_CREATION,69.0,MEDIUM,0.703125,0.8125,0.2625,0.11979166666666667
37,41000.0,23800.0,13200.0,400000,54000.0,4000,1,2,1,RARELY,MEDIUM,RETIREMENT,32.0,LOW,0.8130081300813008,0.5804878048780487,0.0975609756097561,0.10975609756097561
59,187000.0,151300.0,10500.0,1191000,319000.0,25200,12,2,2,MONTHLY,HIGH,RETIREMENT,53.0,HIGH,0.5307486631016043,0.8090909090909091,0.13475935828877006,0.14215686274509803
44,115000.0,68800.0,600.0,1157000,299000.0,45600,12,2,5,RARELY,LOW,RETIREMENT,75.0,HIGH,0.8384057971014492,0.5982608695652174,0.39652173913043476,0.21666666666666667
52,39000.0,25600.0,1200.0,840000,265000.0,12200,22,1,2,RARELY,LOW,WEALTH_CREATION,56.0,HIGH,1.794871794871795,0.6564102564102564,0.3128205128205128,0.5662393162393162
63,62000.0,40400.0,12700.0,995000,541000.0,8900,2,4,4,MONTHLY,HIGH,EMERGENCY_FUND,71.0,HIGH,1.3373655913978495,0.6516129032258065,0.1435483870967742,0.7271505376344086
26,58000.0,53300.0,0.0,545000,197000.0,5000,15,1,3,MONTHLY,MEDIUM,EMERGENCY_FUND,56.0,MEDIUM,0.7830459770114943,0.9189655172413793,0.08620689655172414,0.28304597701149425
45,62000.0,37500.0,16900.0,601000,23000.0,7600,12,1,3,QUARTERLY,MEDIUM,WEALTH_CREATION,38.0,HIGH,0.8077956989247311,0.6048387096774194,0.12258064516129032,0.030913978494623656
51,84000.0,52200.0,12400.0,1021000,687000.0,19400,7,3,4,MONTHLY,MEDIUM,EMERGENCY_FUND,92.0,HIGH,1.0128968253968254,0.6214285714285714,0.23095238095238096,0.6815476190476191
